DAC Code, ADC Value, PSW
99,100000100110000110000111,1101
99,100000100110000111100000,1101
99,100000100110000110101011,1101
99,100000100110000101101001,1101
100,100000100110100010101101,1101
100,100000100110100000001000,1101
100,100000100110100000001011,1101
100,100000100110100001101111,1101
100,100000100110100001110000,1101
100,100000100110100001000000,1101
100,100000100110100000011011,1101
100,100000100110100010101101,1101
100,100000100110100100100011,1101
100,100000100110100011101101,1101
101,100000100111000000101000,1101
101,100000100111000000001100,1101
101,100000100110111111101011,1101
101,100000100110111111101001,1101
101,100000100110111111100110,1101
101,100000100111000000010110,1101
101,100000100111000001001111,1101
101,100000100111000001000110,1101
101,100000100111000001110101,1101
101,100000100111000001110011,1101
102,100000100111011010000101,1101
102,100000100111011010011001,1101
102,100000100111011010111001,1101
102,100000100111011010100001,1101
102,100000100111011010010110,1101
102,100000100111011010110111,1101
102,100000100111011010111011,1101
102,100000100111011011100111,1101
102,100000100111011100001011,1101
102,100000100111011010100001,1101
103,100000100111110011100000,1101
103,100000100111110100011010,1101
103,100000100111110100111010,1101
103,100000100111110100100101,1101
103,100000100111110011101101,1101
103,100000100111110011010011,1101
103,100000100111110010110110,1101
103,100000100111110011000001,1101
103,100000100111110100000011,1101
103,100000100111110100101000,1101
104,100000101000001110000011,1101
104,100000101000001101111100,1101
104,100000101000001011011011,1101
104,100000101000001001101111,1101
104,100000101000001001111000,1101
104,100000101000001010101101,1101
104,100000101000001011100001,1101
104,100000101000001010101101,1101
104,100000101000001001110110,1101
104,100000101000001000111111,1101
105,100000101000101111000010,1101
105,100000101000110000011100,1101
105,100000101000110000101110,1101
105,100000101000101111101011,1101
105,100000101000101101110001,1101
105,100000101000101101011100,1101
105,100000101000101101100001,1101
105,100000101000101101101100,1101
105,100000101000101110100000,1101
105,100000101000101110000110,1101
106,100000101001001010111100,1101
106,100000101001001011001001,1101
106,100000101001001010011010,1101
106,100000101001001010110001,1101
106,100000101001001001101100,1101
106,100000101001001001011111,1101
106,100000101001001010000100,1101
106,100000101001000111111101,1101
106,100000101001000110000000,1101
