DAC Code, ADC Value, PSW
51,100000011110111100001100,1101
52,100000011111010101101001,1101
52,100000011111010110110010,1101
52,100000011111010111111000,1101
52,100000011111010111111000,1101
52,100000011111010111101100,1101
52,100000011111010111000111,1101
52,100000011111010110110000,1101
52,100000011111011001010011,1101
52,100000011111011011111011,1101
52,100000011111011100011101,1101
53,100000011111111110110100,1101
53,100000011111111110111100,1101
53,100000011111111111000000,1101
53,100000011111111110101111,1101
53,100000011111111101111011,1101
53,100000011111111110010101,1101
53,100000011111111110100011,1101
53,100000011111111111000100,1101
53,100000100000000000100101,1101
53,100000011111111111110100,1101
54,100000100000011000101000,1101
54,100000100000011001010110,1101
54,100000100000011001101100,1101
54,100000100000011010001100,1101
54,100000100000011011010010,1101
54,100000100000011010110101,1101
54,100000100000011001111011,1101
54,100000100000011001011110,1101
54,100000100000011000011011,1101
54,100000100000011001000010,1101
55,100000100000110101000100,1101
55,100000100000110100011000,1101
55,100000100000110100011000,1101
55,100000100000110010011001,1101
55,100000100000110001110011,1101
55,100000100000110010010100,1101
55,100000100000110010100010,1101
55,100000100000110011000010,1101
55,100000100000110011000010,1101
55,100000100000110011100001,1101
56,100000100001001101100100,1101
56,100000100001001110010011,1101
56,100000100001001101011100,1101
56,100000100001001100101000,1101
56,100000100001001101010000,1101
56,100000100001001101110011,1101
56,100000100001001100100100,1101
56,100000100001001011000100,1101
56,100000100001001100001011,1101
56,100000100001001101100011,1101
57,100000100001110010100010,1101
57,100000100001110000000111,1101
57,100000100001110000010000,1101
57,100000100001110001110011,1101
57,100000100001101111111100,1101
57,100000100001101111100110,1101
57,100000100001110000101100,1101
57,100000100001110000101111,1101
57,100000100001110001100010,1101
57,100000100001110001011000,1101
58,100000100010001100100110,1101
58,100000100010001110101110,1101
58,100000100010001111000110,1101
58,100000100010001101010000,1101
58,100000100010001101001011,1101
58,100000100010001101110000,1101
58,100000100010001100101110,1101
58,100000100010001100110100,1101
58,100000100010001101100011,1101
58,100000100010001100000110,1101
59,100000100010101001110101,1101
59,100000100010101000010000,1101
59,100000100010101001000010,1101
59,100000100010101010000110,1101
59,100000100010101001110000,1101
59,100000100010101001001000,1101
59,100000100010101001111000,1101
59,100000100010101010111110,1101
59,100000100010101011001100,1101
59,100000100010101100011101,1101
60,100000100011000000010100,1101
60,100000100011000001000001,1101
60,100000100011000000100101,1101
60,100000100010111111001011,1101
60,100000100010111111101110,1101
60,100000100011000001000011,1101
60,100000100011000001010100,1101
60,100000100011000001001010,1101
60,100000100011000000001010,1101
60,100000100011000000011000,1101
61,100000100011100001010111,1101
61,100000100011100001011001,1101
61,100000100011100000100101,1101
61,100000100011100000001100,1101
61,100000100011100000000000,1101
61,100000100011100000011011,1101
61,100000100011100001011101,1101
61,100000100011100001101000,1101
61,100000100011100001011010,1101
61,100000100011100010100010,1101
62,100000100011111011001110,1101
62,100000100011111011000000,1101
62,100000100011111011001110,1101
62,100000100011111010101000,1101
62,100000100011111011001100,1101
62,100000100011111011110110,1101
62,100000100011111011101011,1101
62,100000100011111011100011,1101
62,100000100011111011101111,1101
62,100000100011111011001101,1101
63,100000100100001111011110,1101
63,100000100100001111101011,1101
63,100000100100010000110001,1101
63,100000100100010010010010,1101
63,100000100100010010100100,1101
63,100000100100010010010101,1101
63,100000100100010001101010,1101
63,100000100100010001101110,1101
63,100000100100010001101111,1101
63,100000100100010000100010,1101
64,100000100100100111001101,1101
64,100000100100101000001010,1101
64,100000100100101001000111,1101
64,100000100100100111111110,1101
64,100000100100100111000000,1101
64,100000100100100111000001,1101
64,100000100100100110101110,1101
64,100000100100100110110110,1101
64,100000100100100111001101,1101
64,100000100100101000000010,1101
65,100000100101001111011000,1101
65,100000100101001101011111,1101
65,100000100101001100101000,1101
65,100000100101001100011100,1101
65,100000100101001011101000,1101
65,100000100101001100100111,1101
65,100000100101001110001110,1101
65,100000100101001111001010,1101
65,100000100101001110010111,1101
65,100000100101001101001101,1101
66,100000100101101100100100,1101
66,100000100101101010101111,1101
66,100000100101101001111010,1101
66,100000100101101001101001,1101
66,100000100101101000111110,1101
66,100000100101101001111011,1101
66,100000100101101010100101,1101
66,100000100101101010001111,1101
66,100000100101101000110100,1101
66,100000100101101000001011,1101
67,100000100110000111010010,1101
67,100000100110000111001111,1101
67,100000100110000110001100,1101
67,100000100110000111100101,1101
67,100000100110001000100100,1101
67,100000100110001000001111,1101
67,100000100110001000010001,1101
67,100000100110000110111111,1101
67,100000100110000110111111,1101
67,100000100110001000100100,1101
68,100000100110100010110110,1101
68,100000100110100010100101,1101
68,100000100110100010010100,1101
68,100000100110100011100010,1101
68,100000100110100100001001,1101
68,100000100110100100011011,1101
68,100000100110100011111010,1101
68,100000100110100010111110,1101
68,100000100110100010101011,1101
68,100000100110100011100111,1101
69,100000100111000100111100,1101
69,100000100111000100000110,1101
69,100000100111000100010100,1101
69,100000100111000101110111,1101
69,100000100111000110101001,1101
69,100000100111000101101000,1101
69,100000100111000100011010,1101
69,100000100111000100111110,1101
69,100000100111000101110000,1101
69,100000100111000110001000,1101
70,100000100111011100111001,1101
70,100000100111011011111011,1101
70,100000100111011011001101,1101
70,100000100111011100100111,1101
70,100000100111011100101101,1101
70,100000100111011100111101,1101
70,100000100111011101110000,1101
70,100000100111011101110110,1101
70,100000100111011100011001,1101
70,100000100111011010101011,1101
71,100000100111110100111111,1101
71,100000100111110101010111,1101
71,100000100111110101000011,1101
71,100000100111110101100001,1101
71,100000100111110101011110,1101
71,100000100111110101110001,1101
71,100000100111110111001011,1101
71,100000100111110110100110,1101
71,100000100111110110100101,1101
71,100000100111111000000001,1101
72,100000101000001100001111,1101
72,100000101000001011101100,1101
72,100000101000001100000001,1101
72,100000101000001100111010,1101
72,100000101000001101101010,1101
72,100000101000001110010100,1101
72,100000101000001110011101,1101
72,100000101000001110010111,1101
72,100000101000001101010101,1101
72,100000101000001011100000,1101
73,100000101000110000010011,1101
73,100000101000110000010111,1101
73,100000101000101111101110,1101
73,100000101000101111010101,1101
73,100000101000101111100101,1101
73,100000101000110001001000,1101
73,100000101000110001010111,1101
73,100000101000110000000101,1101
73,100000101000110000101110,1101
73,100000101000110000111000,1101
74,100000101001001001111100,1101
74,100000101001001001101001,1101
74,100000101001001000110000,1101
74,100000101001000111010000,1101
74,100000101001000110011110,1101
74,100000101001000111101011,1101
74,100000101001001000010000,1101
74,100000101001000111111000,1101
74,100000101001000111100000,1101
74,100000101001000111100101,1101
75,100000101001100110100100,1101
75,100000101001100100111101,1101
75,100000101001100100000110,1101
75,100000101001100011111000,1101
75,100000101001100100011001,1101
75,100000101001100101100011,1101
75,100000101001100101111100,1101
75,100000101001100110001000,1101
75,100000101001100110101000,1101
75,100000101001100110110010,1101
76,100000101001111110011111,1101
76,100000101001111110111001,1101
76,100000101001111111011001,1101
76,100000101010000000010110,1101
76,100000101010000000110010,1101
76,100000101010000001000010,1101
76,100000101010000000111100,1101
76,100000101010000000110111,1101
76,100000101010000000011100,1101
76,100000101010000000110010,1101
77,100000101010011110101101,1101
77,100000101010011110000011,1101
77,100000101010011110110000,1101
77,100000101010011110001010,1101
77,100000101010011110110011,1101
77,100000101010011111100001,1101
77,100000101010011110010011,1101
77,100000101010011101100010,1101
77,100000101010011110100101,1101
77,100000101010011110010010,1101
78,100000101010110101011110,1101
78,100000101010110100111000,1101
78,100000101010110100110000,1101
78,100000101010110101100100,1101
78,100000101010110110011000,1101
78,100000101010110110101101,1101
78,100000101010110111001110,1101
78,100000101010110101111010,1101
78,100000101010110100111001,1101
78,100000101010110101001100,1101
79,100000101011001101111011,1101
79,100000101011001101100010,1101
79,100000101011001101101111,1101
79,100000101011001110010011,1101
79,100000101011001100101111,1101
79,100000101011001100100100,1101
79,100000101011001110000011,1101
79,100000101011001110011101,1101
79,100000101011001110100011,1101
79,100000101011001110000100,1101
80,100000011101101100100110,1101
80,100000011101101011010101,1101
80,100000011101101011100011,1101
80,100000011101101100000010,1101
80,100000011101101011011111,1101
80,100000011101101011010101,1101
80,100000011101101011000111,1101
80,100000011101101010011001,1101
80,100000011101101010110111,1101
80,100000011101101100011010,1101
81,100000011110010000111110,1101
81,100000011110010000010101,1101
81,100000011110001111000111,1101
81,100000011110001111000011,1101
81,100000011110001110110011,1101
81,100000011110001110100100,1101
81,100000011110001111100100,1101
81,100000011110001111110011,1101
81,100000011110001110111000,1101
81,100000011110001101111111,1101
82,100000011110101001010001,1101
82,100000011110101000011101,1101
82,100000011110101000100110,1101
82,100000011110101010110000,1101
82,100000011110101010111000,1101
82,100000011110101001111011,1101
82,100000011110101010011000,1101
82,100000011110101001100000,1101
82,100000011110101001001110,1101
82,100000011110101011011010,1101
83,100000011111001000010110,1101
83,100000011111001000111101,1101
83,100000011111000111011011,1101
83,100000011111000101101111,1101
83,100000011111000101001110,1101
83,100000011111000100111101,1101
83,100000011111000101011011,1101
83,100000011111000101000010,1101
83,100000011111000101011000,1101
83,100000011111000101110001,1101
84,100000011111011110010100,1101
84,100000011111011110011101,1101
84,100000011111011110000110,1101
84,100000011111011110100101,1101
84,100000011111011111000001,1101
84,100000011111100000010110,1101
84,100000011111100001100001,1101
84,100000011111100001010101,1101
84,100000011111100000111111,1101
84,100000011111100001001010,1101
85,100000100000000001011110,1101
85,100000100000000010000001,1101
85,100000100000000010001010,1101
85,100000100000000001100111,1101
85,100000100000000001101000,1101
85,100000100000000011001110,1101
85,100000100000000011101001,1101
85,100000100000000011001000,1101
85,100000100000000010111011,1101
85,100000100000000011010101,1101
86,100000100000011011111001,1101
86,100000100000011101100010,1101
86,100000100000011110011111,1101
86,100000100000011111010110,1101
86,100000100000011111010001,1101
86,100000100000011101001110,1101
86,100000100000011100011011,1101
86,100000100000011100110100,1101
86,100000100000011011011110,1101
86,100000100000011010101110,1101
87,100000100000110110111111,1101
87,100000100000111000000001,1101
87,100000100000110111101101,1101
87,100000100000110111001001,1101
87,100000100000110110111100,1101
87,100000100000110111101001,1101
87,100000100000111000000001,1101
87,100000100000110111110110,1101
87,100000100000110111011000,1101
87,100000100000110110111000,1101
88,100000100001001110111010,1101
88,100000100001001111100000,1101
88,100000100001001111000010,1101
88,100000100001001111000000,1101
88,100000100001001111010111,1101
88,100000100001001111001101,1101
88,100000100001001111000011,1101
88,100000100001001111001110,1101
88,100000100001001111001110,1101
88,100000100001001111000001,1101
89,100000100001110001110100,1101
89,100000100001110011100000,1101
89,100000100001110100010001,1101
89,100000100001110100001011,1101
89,100000100001110100100111,1101
89,100000100001110101000010,1101
89,100000100001110101010100,1101
89,100000100001110101100101,1101
89,100000100001110101001110,1101
89,100000100001110101011000,1101
90,100000100010010000010011,1101
90,100000100010001110001110,1101
90,100000100010001101110000,1101
90,100000100010001111100110,1101
90,100000100010010000000010,1101
90,100000100010001111011000,1101
90,100000100010001111100110,1101
90,100000100010010000100001,1101
90,100000100010010001001000,1101
90,100000100010010001000001,1101
91,100000100010101011111111,1101
91,100000100010101011001000,1101
91,100000100010101010010111,1101
91,100000100010101010001110,1101
91,100000100010101000111100,1101
91,100000100010101000000011,1101
91,100000100010101000010011,1101
91,100000100010101001001001,1101
91,100000100010101000101110,1101
91,100000100010100111111101,1101
92,100000100010111111000101,1101
92,100000100010111110111111,1101
92,100000100011000000100001,1101
92,100000100011000000100011,1101
92,100000100011000000100100,1101
92,100000100011000000110010,1101
92,100000100011000000101111,1101
92,100000100011000000101001,1101
92,100000100011000001010001,1101
92,100000100011000000110011,1101
93,100000100011100000101111,1101
93,100000100011100001010111,1101
93,100000100011100010010110,1101
93,100000100011100010000111,1101
93,100000100011100010001100,1101
93,100000100011100001100011,1101
93,100000100011100001101000,1101
93,100000100011100010010101,1101
93,100000100011100010011110,1101
93,100000100011100100001001,1101
94,100000100011111011101011,1101
94,100000100011111010101101,1101
94,100000100011111011101011,1101
94,100000100011111100001100,1101
94,100000100011111011000000,1101
94,100000100011111001110110,1101
94,100000100011111001000011,1101
94,100000100011111000001110,1101
94,100000100011111000101011,1101
94,100000100011111001000000,1101
95,100000100100001110000001,1101
95,100000100100001110001000,1101
95,100000100100001101001100,1101
95,100000100100001100110110,1101
95,100000100100001101001010,1101
95,100000100100001101011100,1101
95,100000100100001110100001,1101
95,100000100100001110011011,1101
95,100000100100001110000100,1101
95,100000100100001101011001,1101
96,100000100100100101100010,1101
96,100000100100100101111010,1101
96,100000100100100101101011,1101
96,100000100100100101110100,1101
96,100000100100100110100001,1101
96,100000100100100110100110,1101
96,100000100100100100110110,1101
96,100000100100100011111110,1101
96,100000100100100101010010,1101
96,100000100100100101111000,1101
97,100000100101001010101111,1101
97,100000100101001011100110,1101
97,100000100101001011011010,1101
97,100000100101001001011001,1101
97,100000100101001000111101,1101
97,100000100101001010100010,1101
97,100000100101001011001110,1101
97,100000100101001010101001,1101
97,100000100101001011110100,1101
97,100000100101001101000101,1101
98,100000100101101001011101,1101
98,100000100101101000111011,1101
98,100000100101101000000000,1101
98,100000100101101001110011,1101
98,100000100101101001110000,1101
98,100000100101101001001011,1101
98,100000100101101010010000,1101
98,100000100101101001110100,1101
98,100000100101101001010001,1101
98,100000100101101001011100,1101
99,100000100110000110111001,1101
99,100000100110000111000100,1101
99,100000100110000111001011,1101
99,100000100110000111100011,1101
99,100000100110001000110101,1101
99,100000100110000111101110,1101
